participant_id,age,gender,occupation,daily_usage_hours,night_usage_hours,app_switch_frequency,notification_check_frequency,short_video_consumption_rate,average_session_duration,dopamine_trigger_score,emotional_dependency_score,social_validation_dependency,impulsive_usage_score,emotional_instability_score,cognitive_fatigue_score,loneliness_indicator_score,anxiety_level,attention_fragmentation_index,concentration_score,multitasking_dependency,content_switching_rate,attention_span_estimate,sleep_hours,sleep_disruption_score,fatigue_after_usage,morning_tiredness_score,preferred_content_type,negativity_exposure_score,overstimulation_index,rage_content_exposure,emotional_trigger_sensitivity,behavioral_text,sentiment_score,toxicity_score,emotional_tone,addiction_risk_level,behavioral_risk_score,algorithmic_influence_score,digital_behavioral_risk_index
P0076,17,Male,Creator,8.6,5,31,110,6.9,101.1,8.2,8.8,4.7,2.1,2.6,7.3,8.2,6.2,10,-0.6,5.9,8.2,0.1,4.7,9.6,1.7,5.5,Gaming,2.7,9.7,1.7,4.9,I spend hours watching shorts without realizing time.,0.58,0.2,Anxious,High,92.6,8.4,89.7
P0077,19,Female,Employee,10.3,2.8,18,142,1.6,90.6,9.7,10,1.1,1.4,3.2,8.7,4.6,6.3,7.1,2,8.5,7.1,2.7,3.8,9.2,2.9,2.7,Gaming,6.4,9.1,8.2,6.8,I spend hours watching shorts without realizing time.,-0.47,0.19,Stressed,High,90.2,7.2,90.1
P0078,26,Other,Freelancer,7.8,4.3,26,86,3.9,58.6,4.6,6.2,1,3.2,2.8,6.2,4.6,9.4,6,3.9,2,7,3.4,5.1,5.2,5.9,8.9,News,4.1,6.1,7.5,3.7,I occasionally lose track of time online.,0.08,0.9,Excited,Moderate,56.2,5.6,65.6
P0079,23,Female,College Student,8.9,0.1,56,47,6.1,22.4,9.4,10.7,8.5,8.6,7.1,7.7,2.9,8.6,7.1,3.5,6.7,4.9,3.5,4.5,7.4,5.7,9.3,Lifestyle,7.1,8.3,4.4,3.5,I feel anxious without checking my notifications.,0.68,0.37,Stressed,High,85.8,7.9,88.8
P0080,25,Male,College Student,5.7,2.8,28,121,8.7,69.3,6.5,7.7,6.9,3.7,9.5,2.6,6.8,5.3,6,4.8,2.9,8.9,3,6.2,6.3,9.3,9.5,Shorts,9.7,7.2,2.2,5.6,I use social media for entertainment daily.,-0.51,0.81,Neutral,Moderate,67.4,6.7,62.4
P0081,19,Female,Freelancer,1.2,1,37,118,9,22.9,2.8,4.2,2.7,5.7,9.3,10,7.5,4.3,2.5,8.3,8.6,4.1,7.9,8.4,1,5.4,7.1,Memes,4.5,3.6,6.6,4.5,I use social media casually.,0.76,0.63,Calm,Low,28.2,3.9,42.6
P0082,35,Male,Freelancer,6.5,2.9,17,84,4.5,87,4.4,5.1,10,7.5,7,5.8,7,3.6,6,3.9,2.6,9,4.9,5.8,7,2.5,4.4,Gaming,5.1,5.9,8.4,1.5,I occasionally lose track of time online.,0.99,0.7,Excited,Moderate,56.8,5.3,56.7
P0083,28,Other,Employee,8.6,4.7,25,22,7.6,46.2,8.7,9.1,7.7,8.4,8.4,3.3,1.1,5.8,7.6,1.7,9.3,2.2,2.2,4.7,9.3,5,5.4,Gaming,4.1,9.1,3.5,7.6,I spend hours watching shorts without realizing time.,-0.89,0.83,Restless,High,87.6,8.1,79.3
P0084,31,Male,College Student,3.9,1.7,57,23,9.1,62.3,2.9,3.6,8.1,2.4,6.7,6.7,1.7,2.8,1.7,7.5,1,9.5,8.6,7,2.6,3.8,4.5,Educational,4,3.3,4.8,7.2,I can control my screen usage effectively.,0.39,0.46,Calm,Low,28.2,4.4,35.4
P0085,20,Female,Student,8.8,7.5,41,41,7.8,38.7,9,9.1,2.5,1.1,5.7,9.4,4.6,6.4,9.9,0.6,7.3,3.3,-0.4,4.6,8,4.5,6.9,Reels,3.4,9.8,9.6,2.4,I spend hours watching shorts without realizing time.,-0.2,0.06,Restless,High,91.6,8.9,92.4
P0086,31,Female,Student,3.6,2.5,26,118,8.5,102.6,2.2,3.9,9.2,9.2,2.4,9.9,4.5,2.8,1.4,9.2,6.7,3.4,8.2,7.2,1.8,3,7.2,News,4.5,2.7,3.6,6.5,I rarely spend too much time online.,-0.75,0.54,Calm,Low,24,3.9,37
P0087,34,Female,College Student,4.3,1.2,18,76,4.5,62.2,5.5,5.7,5.5,4.9,4.1,2.8,7.6,1.8,7,3.2,5.2,3.7,3.4,6.8,6.6,6.1,7.6,Reels,9.9,7,9.4,6,I spend a moderate amount of time on social media.,-0.63,0.96,Excited,Moderate,63.6,5.3,54.6
P0088,25,Female,Freelancer,10.9,9.8,11,136,3.8,99.7,9.7,10.4,8,7.7,6.5,5.2,9.5,4.2,7.7,1.9,1.1,9.8,2.7,3.5,8.6,5.4,2.2,Shorts,5.9,9.2,1.3,9.3,I cannot stop scrolling reels late at night.,-1,0.31,Stressed,High,91.2,8,82.5
P0089,29,Male,Employee,9.9,7.8,37,20,2.3,118.4,9.8,10.4,1.1,3.5,6.2,2.3,9.1,9.6,9.2,0.8,1.4,5.4,1.6,4,9.1,8.1,1.8,Reels,3.1,9.9,1.5,8.9,I feel mentally tired after social media usage.,0.68,0.8,Restless,High,96.8,7.8,90.4
P0090,24,Other,Employee,8.9,6.7,30,117,4.3,77.9,8.2,8.6,6.4,10,5.8,5,9,6.4,7.4,2.6,5.5,1.4,1.8,4.5,9.6,7.3,4.9,Lifestyle,1.9,8.2,6.5,4.8,I feel mentally tired after social media usage.,0.25,0.68,Restless,High,84,7.2,80.1
P0091,25,Female,College Student,2.1,1.9,47,61,9,73.5,1.9,2.6,8.2,9.7,4.9,3.7,8.3,3.9,1.5,7.7,8.2,8.6,8.7,8,3,4.7,10,Memes,7.2,2.6,4.8,2.2,I rarely spend too much time online.,0.89,0.81,Calm,Low,23.2,3.6,28.8
P0092,31,Male,Employee,1.3,0.7,52,135,7.7,30.3,2.3,3.6,8.5,7.8,1.5,2.7,8.4,7.6,2.2,8.4,8.7,2.3,8.1,8.3,3,9.7,3.5,Educational,9.5,2.3,5.8,9.8,I rarely spend too much time online.,0.4,0.5,Calm,Low,26.8,3.4,35.5
P0093,22,Other,College Student,8.3,6.1,19,116,2.4,98.4,8.6,10.5,7.6,5.7,7.3,3.6,5.8,9.4,8.6,2.3,5.4,9.1,1.7,4.8,7.9,3.7,8,News,6.6,8.8,8.1,8,I constantly switch between apps during study time.,0.52,0.93,Stressed,High,88.8,7,86.1
P0094,26,Male,Creator,4,3,31,32,8.7,97.3,5.5,7.4,7.5,8.5,4.8,7.4,1.9,3.6,4.2,6,6.2,1.8,5.1,7,6.4,4.1,6.1,Reels,3.5,5.4,6.1,2.6,I sometimes get distracted while studying.,0.29,0.75,Excited,Moderate,57.8,5.6,59.8
P0095,19,Male,Freelancer,8.4,6,54,139,3.6,81.3,8.3,9.6,7,5.1,6.5,5.2,3.8,6.8,7.8,2.9,3.3,6.6,2.4,4.8,8.6,7.9,8.1,Lifestyle,1.5,8.6,5.9,2.9,I constantly switch between apps during study time.,-0.67,0.76,Restless,High,85.8,7,82.4
P0096,34,Other,Freelancer,10.1,9.1,7,28,1.8,37.6,8.4,9.4,7.7,5.4,9.5,1.7,4.3,8,7.4,3.5,4.3,1.2,1.9,4,9.3,1,5.2,Shorts,1.9,8,6.2,1.4,I cannot stop scrolling reels late at night.,-0.25,0.78,Stressed,High,85,6.9,78.3
P0097,34,Female,College Student,2.6,1.7,49,65,7.9,115.6,1.6,1.9,7.6,2.7,3.8,9.9,8.4,9.8,1.2,7.9,7.9,7.3,9.4,7.7,2,9.6,8.5,Gaming,7.7,1.4,8.3,1.5,I can control my screen usage effectively.,0.22,0.02,Neutral,Low,16.2,3.3,41.7
P0098,34,Female,Student,7.1,2.1,27,31,7.6,12,4.1,6,1,5.5,7.3,9.1,3,9.9,5.5,4.9,7,5.9,4.3,5.5,6.9,1.9,1.4,Lifestyle,4.7,5.6,1.6,6.9,I sometimes get distracted while studying.,0.97,0.07,Excited,Moderate,56.2,6.1,70.7
P0099,28,Other,Creator,7.7,0.2,14,107,2.3,35.8,5.3,6.1,5,3.1,4.8,8.1,5.2,3.8,4,5.9,7,3.5,5.2,5.2,4.2,3.6,8.5,Gaming,9.7,5.6,4,4,I use social media for entertainment daily.,0.66,0.69,Neutral,Moderate,50.4,4.8,55.7
P0100,31,Other,Creator,2.3,1.5,18,116,6.9,36,2.4,2.8,1.3,8.6,7.6,5,1.4,6.1,1.3,9.3,2.2,7.8,8.8,7.8,2,3,4.6,Gaming,7.6,2.7,6.9,1.1,I use social media casually.,-0.49,0.84,Neutral,Low,22.4,3.2,33.4
P0101,30,Other,Employee,8.3,7.8,18,146,8,69.8,9.4,10.9,5.3,3.7,3.1,7.3,2.8,6.6,8.2,1.9,9.7,4.2,2.4,4.8,9,9.1,4,Gaming,2.1,9.8,9.1,6.4,I cannot stop scrolling reels late at night.,-0.16,0.51,Restless,High,94.6,8.5,91.8
P0102,27,Male,Freelancer,4,0.6,13,91,8.3,18.9,4.9,6.6,8.7,3.5,5,1.2,7.7,4.9,5.5,5,8.7,4.1,4.8,7,5.9,1,1.5,Educational,5.4,5.5,1.1,5.2,I use social media for entertainment daily.,-0.92,0.04,Neutral,Moderate,56.8,5.7,51.8
P0103,31,Other,Creator,3.8,1.9,55,110,1.8,101.5,1.6,3.1,8.5,8.6,5,2.6,1.3,9,1.6,7.6,7.9,7.6,8.9,7.1,2.8,4.1,8.9,Gaming,8.8,2.2,5.2,9.6,I mainly use YouTube for learning.,0.48,0.95,Calm,Low,22.6,2.2,34.3
P0104,34,Female,College Student,1.4,1.1,30,95,8.8,28.4,1.7,2.6,2.6,4,7.4,9.5,5.7,6.3,2.7,7.9,1.8,9.4,6.7,8.3,2.7,5.4,6.3,Educational,9.8,2.4,4.4,9.5,I can control my screen usage effectively.,0.2,0.88,Calm,Low,24.2,3.7,41.9
P0105,30,Female,Student,2.4,1.2,29,80,8.7,117.2,1.6,2.2,5.1,8.7,6.4,7.6,5.1,5.6,2.8,6.4,3.9,7.4,7.1,7.8,1.5,2.3,5.3,Lifestyle,2.4,2.3,7.3,7.4,I use social media casually.,-0.99,0.65,Neutral,Low,20.8,3.9,35.4
P0106,32,Male,Employee,8.7,7.1,13,68,2.8,26.3,8.4,9.1,4,3.6,7,2,2.8,5.6,7.2,3.5,6.6,6.9,2.6,4.7,7.5,1.1,6,Educational,2.4,8.4,5.7,4.4,I spend hours watching shorts without realizing time.,0.35,0.37,Stressed,High,81.2,6.8,72.3
P0107,18,Female,College Student,2.2,0.9,30,85,5.8,116.7,1.4,3.3,3.1,9.5,6.1,8.7,8.7,8.5,2.5,7,1.3,8.6,8.4,7.9,1.9,1.5,8.3,News,9,2.1,3,2.5,I rarely spend too much time online.,-0.68,0.67,Calm,Low,22.4,3,42.6
P0108,29,Male,Student,10.2,5.4,14,54,3.5,52.4,8.5,9.5,1.7,9.9,5,3.6,9.6,4.8,7.7,3.3,9,7.3,2.4,3.9,8.1,4.7,5.9,Memes,3,8.9,7.3,8.4,I feel anxious without checking my notifications.,0.33,0.41,Anxious,High,85.4,7.5,76.6
P0109,20,Male,Creator,10.4,0.4,30,99,5.1,65.8,9.8,10.2,8.2,8.7,8.1,6.1,4.2,6.2,8.4,1.6,9.1,8.2,2.5,3.8,7,5.6,6.3,Memes,3,9.5,1.5,2.5,I constantly switch between apps during study time.,0.09,0.27,Stressed,High,89.8,8.4,85.8
P0110,16,Other,Freelancer,4.3,0.1,20,113,5.9,86.8,6.7,7.8,6.8,6.7,4,1.9,5.9,3.4,6.3,2.9,4.6,7.7,4.5,6.8,5.1,5.3,4.4,Reels,3.7,6.9,7.5,8.2,I sometimes get distracted while studying.,0.05,0.07,Excited,Moderate,65.6,5.8,57.2
P0111,32,Male,Creator,11.4,6.7,21,57,1.8,63.9,8.5,9.2,5.1,6.9,3,8.4,6.9,1.6,8.4,1.4,6.1,6.1,1.1,3.3,8.8,5,2.6,Memes,4.8,9.2,8.7,2.9,I spend hours watching shorts without realizing time.,0.69,0.1,Restless,High,88.2,7.5,81.1
P0112,16,Male,Employee,2.1,0.5,5,29,4.8,82.5,1.2,2.2,6.1,9.9,9.5,3.4,7.6,2.7,1.1,9.4,5.3,9.2,8.3,8,1.6,7.7,8.8,Educational,9.4,1.2,8,2.5,I mainly use YouTube for learning.,0.41,0.7,Calm,Low,14.6,2.3,20.1
P0113,18,Male,College Student,6.2,1.3,45,115,2.4,34.5,5.9,6.5,9.7,1.2,8,3.6,3.1,3.9,5.1,4.9,2.6,1.5,4.2,5.9,5.8,3.7,1.5,Memes,6.3,6,6.5,9.4,I use social media for entertainment daily.,0.01,0.85,Excited,Moderate,58.6,4.9,55.2
P0114,17,Female,Creator,1.9,1.8,34,26,6,9.1,2.4,3.3,1.6,6.2,1.6,8.2,2.3,8.3,1.3,8.9,6.6,5.6,7.9,8.1,2,5.9,7.7,Reels,4,2.6,1.7,9.3,I can control my screen usage effectively.,0.55,0.99,Calm,Low,23.2,2.9,42.1
P0115,34,Male,College Student,3.8,1.7,28,15,6.8,54,1.6,3.1,6.5,5.8,2.3,5.5,3.6,4.5,2.4,7.7,4.1,9.7,7.4,7.1,2,1.5,7.4,Reels,5.9,2.2,4.8,6.1,I mainly use YouTube for learning.,0.9,0.97,Calm,Low,22.6,3.6,32
P0116,33,Female,Student,6.7,0.3,24,13,7.7,32.3,5.1,6.5,4.3,1,3.8,4.5,1.6,5.1,5,5.5,8,6.9,4.8,5.7,6.1,5.9,1.9,Lifestyle,7.4,5.7,2.4,9.3,I sometimes get distracted while studying.,-0.37,0.1,Neutral,Moderate,56.8,6.1,57
P0117,23,Male,Freelancer,6.8,6.1,12,10,2.4,71.2,6.2,7.3,1.2,2.2,4.7,7,8.2,3.6,4.9,4.8,6.5,6.4,5.3,5.6,5.7,1.6,3.1,Memes,1.4,6.1,1.1,8.5,I sometimes get distracted while studying.,-0.63,0.5,Excited,Moderate,60.4,5.1,61.2
P0118,30,Male,Freelancer,5.9,3.6,43,98,4.1,103.4,5.6,5.7,5.5,9.2,2.1,4.1,3.2,6,6.2,3.6,3.2,4.5,3.5,6,4.2,7.2,5.8,Memes,5.2,5.9,5.4,1.6,I use social media for entertainment daily.,-0.91,0.59,Excited,Moderate,55.2,5.5,56.6
P0119,24,Female,Freelancer,9,7.3,45,11,4.2,109.7,8.4,10.3,3.8,6,7.4,2.4,6.5,5.7,8.5,1.2,6.6,8.1,2.2,4.5,9.1,4.5,5.7,Shorts,9.9,9.3,4.8,8.4,I constantly switch between apps during study time.,0.96,0.02,Stressed,High,91.2,7.5,80.5
P0120,34,Other,Employee,3.4,2.3,39,131,1.3,79.6,1.9,2.3,7.6,8.3,9.2,2.7,2.9,4.3,1.4,9.2,2,4,8,7.3,2.3,4.4,3.6,Gaming,4.9,2.4,6.5,2.5,I use social media casually.,0.32,0.64,Neutral,Low,20.6,2,26
P0121,20,Male,Freelancer,2.9,2,24,60,4,50.8,1.5,1.8,6.6,4.7,5.4,1.5,7.9,7.6,1.5,8.3,6.2,4.7,7.6,7.5,2.6,9.5,6.4,News,1.3,2,2.3,7.3,I can control my screen usage effectively.,-0.52,0.87,Calm,Low,18.8,2.5,27.8
P0122,23,Other,Freelancer,2.6,0.6,27,84,3.2,47.9,2.5,3.4,6.7,3.8,5.4,5.5,7.4,1.2,2.3,8.4,5.1,5.4,6.8,7.7,2.7,7.1,1.1,News,5.4,2.7,4.9,5.3,I can control my screen usage effectively.,0.15,0.34,Neutral,Low,27.2,2.7,30.5
P0123,28,Female,Creator,11.2,1.8,38,74,4.9,48.5,8.3,9.6,1.9,7.1,2,5.1,3.6,2,7.7,2.9,3.8,6.1,2.2,3.4,9.9,7.1,4.8,Educational,2.7,8.2,1.7,6.5,I constantly switch between apps during study time.,0.82,0.2,Anxious,High,87.4,8,76.2
P0124,21,Female,Student,11.8,9.5,60,78,9.5,109.1,9.2,10.5,6.8,1.6,9.1,3.8,10,5.8,9.2,1.6,1.1,6.7,1.6,3.1,7.9,1.2,7.9,Gaming,2.8,10,8.3,7.2,I spend hours watching shorts without realizing time.,0.17,0.52,Stressed,High,93.6,9.9,84.6
P0125,21,Male,Creator,2.6,0.2,58,56,4,42.1,2.7,3.4,2.5,8.8,6.1,1.6,1.5,4.2,1.1,8,9.3,5.6,8.1,7.7,2.4,10,4.7,Memes,7.1,2.6,4.2,7.8,I use social media casually.,-0.22,0.09,Calm,Low,24.4,2.6,27
P0126,22,Other,Freelancer,12,4.7,9,113,9.7,117.6,9.2,9.6,2.3,9.5,4.5,1.5,1.5,5.1,7.9,2,3.3,7.1,1.8,3,7.5,1.5,5.4,Educational,4.7,9.2,4.3,9.7,I feel anxious without checking my notifications.,-0.36,0.97,Restless,High,86.8,9.7,75
P0127,27,Male,College Student,7.7,0.5,25,76,3.4,35.4,6.3,7.7,5.4,2.9,3.9,5.5,6.1,8.5,5.3,4.8,9.9,8.6,4.1,5.2,5.5,1.2,1.1,Educational,3.2,6.3,4.9,2.3,I occasionally lose track of time online.,0.09,0.97,Excited,Moderate,62.2,5.7,67.7
P0128,32,Other,College Student,8.2,0.4,54,146,6.2,9.2,9,10.2,2.6,4.1,5.4,3.1,8,9.1,7.7,2.2,6.3,5.9,1.5,4.9,7.3,2.7,2.6,Reels,3,8.8,9,9.7,I feel anxious without checking my notifications.,-0.42,0.53,Restless,High,86,7.8,82.8
P0129,18,Female,Student,9.7,2.8,45,145,2,46.5,8.9,9.2,7.6,7.3,5.4,1,1.5,3.1,9.4,1.2,1.9,5.1,1.2,4.2,9.6,9.9,3.5,Reels,5,10.1,5.3,7.5,I constantly switch between apps during study time.,-0.79,0.85,Anxious,High,94.4,7.5,76.9
P0130,22,Female,College Student,10.3,9.6,28,33,8.8,6.1,9.5,10.1,2.3,5.7,9.9,8,7.4,3.5,7.2,2.9,6,5.7,2.1,3.8,7.2,2.8,3.8,Gaming,8.1,9.3,8.9,6,I feel anxious without checking my notifications.,-0.01,0.78,Restless,High,86.6,9,82.2
P0131,17,Female,Employee,5.9,4.8,54,56,4.8,92.2,5.7,7.6,6.8,4.9,5.4,3.2,3.2,8.1,4.9,6,8.7,1.8,6,6,6.2,2,6.1,Lifestyle,5.4,5.7,9.3,5.2,I occasionally lose track of time online.,-0.45,0.45,Excited,Moderate,60.2,5.3,62.1
P0132,16,Other,Freelancer,6.1,4.1,12,132,4.9,50.1,6,6.1,4.3,9.9,3.1,9.5,8.4,8.3,4.5,6.1,7.5,7.9,6.2,6,4.6,6.9,5.5,Lifestyle,9.1,5.5,4.5,8.4,I use social media for entertainment daily.,0.7,0.2,Neutral,Moderate,53.4,5.4,66.8
P0133,28,Other,Employee,10.6,9,7,140,9.2,104.4,8.8,9.6,4.5,4.6,7.4,7,2.1,3.1,8.6,0.6,7.3,9.5,2.1,3.7,8.9,8,5.7,Educational,7.7,8.8,5.2,4.8,I cannot stop scrolling reels late at night.,0.11,0.88,Stressed,High,89.4,9.3,82.2
P0134,25,Female,Creator,5.5,3.1,59,39,2.1,26.6,4.6,5.4,1.9,3,3,4.1,2.6,6.4,5.4,4.2,9.6,8.8,3.7,6.2,4.1,2.8,7,Reels,4,5,5.2,6.1,I sometimes get distracted while studying.,-0.38,0.5,Excited,Moderate,49,4.4,52.5
P0135,31,Female,Student,2.6,2.6,34,25,6.2,84.9,1,2.9,5,9.9,9.8,4.5,2.6,8.9,1.7,7.6,4.9,1.5,9,7.7,2.5,3.7,4.1,Reels,3.2,1.9,6.8,7.7,I rarely spend too much time online.,0.15,0.09,Calm,Low,20,2.9,35.1
P0136,28,Male,Employee,10.4,9.4,41,142,3.1,5.8,9.7,11.3,3.2,3.8,5.8,9.8,1.7,6.1,9.7,0.3,2.2,7,-0.7,3.8,8.1,5.2,1.3,Educational,3.8,10,2.9,1.9,I cannot stop scrolling reels late at night.,0.95,0.31,Restless,High,97.6,8.2,97
P0137,26,Female,Employee,3.8,2.8,37,106,7.8,12.2,1.7,3.5,1.2,6.2,4.8,4.9,8.6,3.2,2.4,7.3,7.3,4,6.7,7.1,1.9,8.4,3.2,Educational,9.5,2.9,2.9,4.4,I use social media casually.,-0.07,0.33,Calm,Low,24.8,3.9,30.8
P0138,25,Male,Creator,5.3,4.5,27,38,3.7,36.9,5,5.1,6.7,3.1,4.7,8.9,9.4,5.8,4.1,6.7,3.1,4.3,6.4,6.3,6.5,4.8,8.5,Lifestyle,2.2,5.4,4.5,8.9,I use social media for entertainment daily.,0.13,0.36,Excited,Moderate,52.2,4.5,61.2
P0139,26,Male,Creator,4.1,2.4,53,119,8,33.1,5.1,6.7,4.8,2.2,6.5,4.6,4.1,5.5,6.1,3.9,7.6,3,4.4,7,6.3,7.7,7.3,Gaming,5.8,6.2,2.2,3.8,I use social media for entertainment daily.,-0.12,0.77,Neutral,Moderate,60.8,5.8,60.8
P0140,16,Female,Employee,8.8,3.7,23,135,3.1,50.6,9.3,10.7,4.7,8.2,1.9,4,5.9,3,9.6,-0.4,3,8.9,0.2,4.6,7.8,5.1,9,Educational,10,9.7,2.3,6.7,I spend hours watching shorts without realizing time.,-0.01,0.33,Anxious,High,94.2,7.7,81.1
P0141,27,Male,Freelancer,6.5,5,5,66,6.8,85,6.5,8,7.8,3.4,6.6,7.4,5.7,1.5,4.5,6,1.5,7.1,4.7,5.8,5.8,8.2,1.1,Memes,6.6,5.8,6.8,8.4,I occasionally lose track of time online.,0.83,0.6,Neutral,Moderate,61.2,6.1,59.2
P0142,35,Male,Student,8,0.1,42,112,7.9,61.1,9.1,9.7,1.1,2.8,8.8,6.3,9.8,5.6,9.3,1.2,8.3,5.4,0,5,9,5.5,1.4,Educational,1.9,10,8.9,4,I feel mentally tired after social media usage.,0.92,0.47,Anxious,High,94.2,8.6,88.5
P0143,21,Female,Freelancer,3,0.4,8,97,9.9,55.5,2.5,3,5.7,9.2,3.4,6.4,4.4,3.8,1.5,8.5,4.4,8.4,7.8,7.5,2.6,4.6,6.2,Reels,7.2,2.5,4.8,6.9,I rarely spend too much time online.,0.94,0.15,Calm,Low,24.2,4.2,33.5
P0144,30,Female,Student,4.6,4,22,110,6.4,68.6,4,5.6,8.7,7.7,7.5,9,4.9,2.2,6,3.5,2.6,3.2,4.4,6.7,5.9,1.7,5.2,Reels,5.7,5.8,3.3,3.5,I sometimes get distracted while studying.,0.79,0.93,Excited,Moderate,54.6,5.2,57.8
P0145,17,Female,Freelancer,1.9,0,51,106,6.6,38.8,2,3.9,3.4,2.2,3,9.7,8.5,4.6,2.3,7.6,4.3,1.3,8.7,8.1,2.3,7.1,8,Reels,2.4,2.4,8.7,1.7,I rarely spend too much time online.,-0.65,0.06,Neutral,Low,25.8,3.2,40.8
P0146,31,Other,Employee,10.4,9,47,72,7.3,102.4,10,11.4,1.4,3.1,5.4,9.3,3.9,8.2,7.5,3.2,5.1,7.3,2.9,3.8,10,1.2,6.7,Reels,2.5,8.9,4.6,9.6,I constantly switch between apps during study time.,0.95,0.56,Stressed,High,95.6,8.8,97.9
P0147,33,Other,College Student,3.3,2.3,26,147,1.9,78,2.4,4.2,8,1.8,5,4.7,1.3,9.6,3,6.6,4.6,9.6,7.4,7.3,2.3,5.2,1,Reels,3.7,3,1.2,6,I use social media casually.,0.06,0.98,Calm,Low,29.8,2.6,43.8
P0148,33,Other,Creator,3.2,1.9,11,118,3.8,20.7,2.1,4,9.9,9.8,1.8,4.4,9.5,8.4,2.2,8.6,6.5,6.8,8.6,7.4,2.9,7.3,8.9,Educational,7.2,2.6,1,7.6,I use social media casually.,0.56,0.46,Calm,Low,27.6,2.8,39.9
P0149,20,Male,Employee,10.2,4,47,19,10,38,9.4,11.1,2.6,7.3,6.1,6.3,8.1,2.7,9.8,0.3,2.4,5.4,0.9,3.9,8,8.2,8.3,Reels,2,10.6,1.3,3,I cannot stop scrolling reels late at night.,0.92,0.2,Restless,High,97.8,9.9,86.9
P0150,27,Other,Freelancer,6.8,5.8,15,89,8.8,87.6,6.2,7.8,3.9,4.1,1.9,3.7,6.8,3.1,5.8,4.4,8.3,9.7,3.4,5.6,6,2.1,5.3,Memes,2.7,6.8,4.4,5.7,I occasionally lose track of time online.,-0.98,0.81,Neutral,Moderate,65.2,6.9,59.1
P0151,35,Female,College Student,3.5,0.2,30,31,7.4,14.2,1.9,2.2,6.3,9.6,9.4,1.2,7.7,5.9,1.4,8.7,5.2,2.2,7.7,7.2,2.7,9,7,Memes,8.3,2.5,9.3,6.7,I rarely spend too much time online.,-0.53,0.62,Neutral,Low,21.4,3.6,26.7
P0152,26,Other,Freelancer,1.1,0.5,22,17,2.1,83.5,2.7,3.5,5.8,9.8,6.6,1.6,1.6,9.3,2,7.8,2.8,8,8.2,8.4,2,6.7,6,Reels,1.3,2.4,6.6,7.9,I rarely spend too much time online.,-0.27,0.53,Calm,Low,25.2,2,35.2
P0153,27,Female,Creator,10.5,4.3,17,14,3,100.9,9.4,10.8,1.5,1.3,4.2,7.1,3,3.8,9.4,1.1,7.4,1.3,1,3.8,7.7,6.2,3.9,Gaming,3.4,10,8,3.8,I spend hours watching shorts without realizing time.,-0.84,0.51,Stressed,High,94.6,8.1,87.3
P0154,26,Male,Student,8.5,3.1,15,29,6.3,27,9.8,9.9,5.6,5.2,6.9,7.4,2.4,5.7,9,1.5,5.2,8.3,1.8,4.8,8.7,6.4,3.4,Lifestyle,2.9,9.7,9.6,1.2,I spend hours watching shorts without realizing time.,0.5,0.88,Restless,High,94.2,8.4,90.3
P0155,20,Male,College Student,2.4,2.3,36,99,3.1,114.4,2.4,4.4,3.7,6.1,9.2,8.8,6,6.7,1.4,9.3,4.9,6.9,8,7.8,2.3,2.6,1.3,News,8,2.4,4.3,8.8,I rarely spend too much time online.,-0.83,0.69,Calm,Low,25.8,2.3,42.6
P0156,25,Male,Employee,7.5,5.4,28,111,4.6,105.4,4.9,6,2.1,7.4,2,2.6,9.4,4.9,4.9,5.5,2.6,3.1,4.7,5.2,4.9,9.9,8.3,Educational,3.5,5.2,7.1,7.4,I use social media for entertainment daily.,0.23,0.49,Neutral,Moderate,51.8,5.5,50.1
P0157,16,Male,Creator,1.8,0.1,29,135,3.2,73.7,2,2.8,2.3,1.7,2.7,1.5,7.3,4.9,2.3,8.6,4.1,8.8,7.1,8.1,2,6.4,7.7,Lifestyle,7.8,2.4,4.1,1.1,I rarely spend too much time online.,-0.93,0.06,Calm,Low,23,2.3,26.8
P0158,29,Female,Student,10.6,3.6,7,111,5.2,93.9,8.3,8.6,7.2,8.1,3.3,8.7,5.5,2.8,9.1,0.6,9.3,5.4,0.1,3.7,7.7,9,2.8,Shorts,3.6,9.1,5.7,6.6,I spend hours watching shorts without realizing time.,-0.45,0.9,Anxious,High,85.6,8.3,81.4
P0159,31,Male,Student,3.5,0.3,39,104,8.5,114.1,2.3,2.5,5.7,2,5.4,4.9,8.2,9.9,1.5,8.2,5.6,8.4,8.8,7.2,2.7,7.2,3.1,News,8.4,2.6,6.6,3.2,I rarely spend too much time online.,0.55,0.76,Neutral,Low,23.2,4,39.6
P0160,30,Other,Creator,10.4,3.7,37,78,5.6,74.3,8.6,9.3,3.2,4.9,1.4,9.9,7.2,7.2,9.4,0,6.2,4.2,1.1,3.8,7.7,9.5,3.2,Lifestyle,4.3,9.4,3.8,2.3,I constantly switch between apps during study time.,-0.45,0.84,Stressed,High,88.8,8.5,92.2
P0161,16,Other,Freelancer,5.3,3.4,41,85,4.5,110.9,5.1,5.9,9,3.9,5,2.7,2.3,6.2,5.2,5.2,4.4,1.5,4.7,6.3,4.8,6.7,1.9,Gaming,1.3,5.9,7.3,7.6,I sometimes get distracted while studying.,0.5,0.83,Excited,Moderate,53.8,5,53.7
